subsession.round_number,group.id_in_subsession,subsession.priorities_by_prize,player.id_in_group,player.pref_ranking,player.player_valuations
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",5,BADECF,"[13, 15, 3, 7, 5, 1]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",6,BAEFDC,"[13, 15, 1, 3, 7, 5]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",7,BAFCDE,"[13, 15, 5, 3, 1, 7]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",8,BADFEC,"[13, 15, 1, 7, 3, 5]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",1,ABDEFC,"[15, 13, 1, 7, 5, 3]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",2,ABCFED,"[15, 13, 7, 1, 3, 5]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",3,ABCFED,"[15, 13, 7, 1, 3, 5]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",5,BADECF,"[13, 15, 3, 7, 5, 1]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",6,BAFCED,"[13, 15, 5, 1, 3, 7]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",7,BAEFCD,"[13, 15, 3, 1, 7, 5]"
12,5,"[3, 6, 4, 2, 8, 5, 1, 7]",8,BADFEC,"[13, 15, 1, 7, 3, 5]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",1,ABEFCD,"[15, 13, 3, 1, 7, 5]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",2,ABFDEC,"[15, 13, 1, 5, 3, 7]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",3,ABDECF,"[15, 13, 3, 7, 5, 1]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",4,ABCFED,"[15, 13, 7, 1, 3, 5]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",5,BAEFDC,"[13, 15, 1, 3, 7, 5]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",6,BACDFE,"[13, 15, 7, 5, 1, 3]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",7,BAFDCE,"[13, 15, 3, 5, 1, 7]"
13,1,"[5, 2, 7, 6, 8, 4, 3, 1]",8,BAECFD,"[13, 15, 5, 1, 7, 3]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",1,ABFDCE,"[15, 13, 3, 5, 1, 7]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",2,ABDEFC,"[15, 13, 1, 7, 5, 3]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",4,ABDEFC,"[15, 13, 1, 7, 5, 3]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",5,BAEDFC,"[13, 15, 1, 5, 7, 3]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",6,BADECF,"[13, 15, 3, 7, 5, 1]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",7,BADCEF,"[13, 15, 5, 7, 3, 1]"
13,2,"[3, 2, 7, 4, 8, 5, 6, 1]",8,BADECF,"[13, 15, 3, 7, 5, 1]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",1,ABCEFD,"[15, 13, 7, 1, 5, 3]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",2,ABFCDE,"[15, 13, 5, 3, 1, 7]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",3,ABFCED,"[15, 13, 5, 1, 3, 7]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",4,ABECFD,"[15, 13, 5, 1, 7, 3]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",6,BAFDCE,"[13, 15, 3, 5, 1, 7]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",7,BAECFD,"[13, 15, 5, 1, 7, 3]"
13,3,"[5, 3, 8, 4, 6, 1, 2, 7]",8,BADFCE,"[13, 15, 3, 7, 1, 5]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",1,ABCDEF,"[15, 13, 7, 5, 3, 1]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",2,ABDCEF,"[15, 13, 5, 7, 3, 1]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",4,ABDCEF,"[15, 13, 5, 7, 3, 1]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",5,BAEDCF,"[13, 15, 3, 5, 7, 1]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",6,BAFCED,"[13, 15, 5, 1, 3, 7]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",7,BAFCED,"[13, 15, 5, 1, 3, 7]"
13,4,"[6, 3, 7, 4, 5, 8, 1, 2]",8,BADECF,"[13, 15, 3, 7, 5, 1]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",1,ABDFCE,"[15, 13, 3, 7, 1, 5]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",2,ABFDEC,"[15, 13, 1, 5, 3, 7]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",3,ABDFCE,"[15, 13, 3, 7, 1, 5]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",4,ABFCED,"[15, 13, 5, 1, 3, 7]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",5,BACFDE,"[13, 15, 7, 3, 1, 5]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",6,BADCEF,"[13, 15, 5, 7, 3, 1]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",7,BADCEF,"[13, 15, 5, 7, 3, 1]"
13,5,"[3, 6, 5, 1, 7, 8, 4, 2]",8,BAFCED,"[13, 15, 5, 1, 3, 7]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",1,ABCFDE,"[15, 13, 7, 3, 1, 5]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",2,ABFDEC,"[15, 13, 1, 5, 3, 7]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",3,ABEDCF,"[15, 13, 3, 5, 7, 1]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",4,ABFCED,"[15, 13, 5, 1, 3, 7]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",5,BADCEF,"[13, 15, 5, 7, 3, 1]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",6,BADCEF,"[13, 15, 5, 7, 3, 1]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",7,BAEFCD,"[13, 15, 3, 1, 7, 5]"
14,1,"[2, 1, 7, 6, 5, 3, 8, 4]",8,BADFCE,"[13, 15, 3, 7, 1, 5]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",1,ABFCDE,"[15, 13, 5, 3, 1, 7]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",2,ABCDFE,"[15, 13, 7, 5, 1, 3]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",3,ABDCFE,"[15, 13, 5, 7, 1, 3]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",4,ABFEDC,"[15, 13, 1, 3, 5, 7]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",5,BAECFD,"[13, 15, 5, 1, 7, 3]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",6,BADFCE,"[13, 15, 3, 7, 1, 5]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",7,BAECDF,"[13, 15, 5, 3, 7, 1]"
14,2,"[7, 1, 4, 2, 3, 5, 6, 8]",8,BADFCE,"[13, 15, 3, 7, 1, 5]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",1,ABEDCF,"[15, 13, 3, 5, 7, 1]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",2,ABFEDC,"[15, 13, 1, 3, 5, 7]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",3,ABEFCD,"[15, 13, 3, 1, 7, 5]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",4,ABCDFE,"[15, 13, 7, 5, 1, 3]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",5,BAFEDC,"[13, 15, 1, 3, 5, 7]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",6,BAFCED,"[13, 15, 5, 1, 3, 7]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
14,3,"[6, 3, 4, 1, 2, 7, 5, 8]",8,BADEFC,"[13, 15, 1, 7, 5, 3]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",1,ABCDFE,"[15, 13, 7, 5, 1, 3]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",2,ABCEFD,"[15, 13, 7, 1, 5, 3]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",3,ABFEDC,"[15, 13, 1, 3, 5, 7]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",4,ABDEFC,"[15, 13, 1, 7, 5, 3]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",5,BACDEF,"[13, 15, 7, 5, 3, 1]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",6,BADCEF,"[13, 15, 5, 7, 3, 1]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",7,BADECF,"[13, 15, 3, 7, 5, 1]"
14,4,"[2, 4, 6, 8, 5, 1, 3, 7]",8,BACDFE,"[13, 15, 7, 5, 1, 3]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",1,ABFECD,"[15, 13, 3, 1, 5, 7]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",2,ABEDCF,"[15, 13, 3, 5, 7, 1]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",4,ABFECD,"[15, 13, 3, 1, 5, 7]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",6,BADFEC,"[13, 15, 1, 7, 3, 5]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",7,BAEFCD,"[13, 15, 3, 1, 7, 5]"
14,5,"[8, 5, 1, 3, 4, 2, 6, 7]",8,BACDFE,"[13, 15, 7, 5, 1, 3]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",1,ABCDEF,"[15, 13, 7, 5, 3, 1]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",2,ABDEFC,"[15, 13, 1, 7, 5, 3]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",4,ABDEFC,"[15, 13, 1, 7, 5, 3]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",5,BAFDCE,"[13, 15, 3, 5, 1, 7]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",6,BACFDE,"[13, 15, 7, 3, 1, 5]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",7,BACFED,"[13, 15, 7, 1, 3, 5]"
15,1,"[5, 4, 1, 3, 2, 7, 8, 6]",8,BADCFE,"[13, 15, 5, 7, 1, 3]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",1,ABCDFE,"[15, 13, 7, 5, 1, 3]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",2,ABCFED,"[15, 13, 7, 1, 3, 5]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",3,ABFDCE,"[15, 13, 3, 5, 1, 7]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",4,ABCFDE,"[15, 13, 7, 3, 1, 5]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",5,BAFCED,"[13, 15, 5, 1, 3, 7]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",7,BACEFD,"[13, 15, 7, 1, 5, 3]"
15,2,"[3, 6, 1, 8, 7, 5, 4, 2]",8,BACFDE,"[13, 15, 7, 3, 1, 5]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",1,ABCFED,"[15, 13, 7, 1, 3, 5]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",2,ABFDCE,"[15, 13, 3, 5, 1, 7]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",3,ABEDFC,"[15, 13, 1, 5, 7, 3]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",4,ABFCED,"[15, 13, 5, 1, 3, 7]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",5,BAFEDC,"[13, 15, 1, 3, 5, 7]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",6,BAECFD,"[13, 15, 5, 1, 7, 3]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",7,BACDEF,"[13, 15, 7, 5, 3, 1]"
15,3,"[6, 5, 3, 8, 2, 4, 7, 1]",8,BAEDCF,"[13, 15, 3, 5, 7, 1]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",1,ABFCED,"[15, 13, 5, 1, 3, 7]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",2,ABEDFC,"[15, 13, 1, 5, 7, 3]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",5,BAEDFC,"[13, 15, 1, 5, 7, 3]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",6,BAEFDC,"[13, 15, 1, 3, 7, 5]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",7,BAFDCE,"[13, 15, 3, 5, 1, 7]"
15,4,"[8, 1, 3, 5, 6, 7, 4, 2]",8,BADEFC,"[13, 15, 1, 7, 5, 3]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",1,ABDFEC,"[15, 13, 1, 7, 3, 5]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",2,ABEDCF,"[15, 13, 3, 5, 7, 1]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",4,ABFECD,"[15, 13, 3, 1, 5, 7]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",5,BAFDEC,"[13, 15, 1, 5, 3, 7]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",7,BAECDF,"[13, 15, 5, 3, 7, 1]"
15,5,"[7, 8, 1, 5, 6, 2, 4, 3]",8,BADFCE,"[13, 15, 3, 7, 1, 5]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",1,ABCEFD,"[15, 13, 7, 1, 5, 3]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",2,ABDFEC,"[15, 13, 1, 7, 3, 5]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",3,ABFECD,"[15, 13, 3, 1, 5, 7]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",4,ABCEFD,"[15, 13, 7, 1, 5, 3]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",5,BACFDE,"[13, 15, 7, 3, 1, 5]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",6,BADCFE,"[13, 15, 5, 7, 1, 3]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",7,BADFCE,"[13, 15, 3, 7, 1, 5]"
16,1,"[5, 3, 4, 8, 7, 1, 6, 2]",8,BAEDFC,"[13, 15, 1, 5, 7, 3]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",2,ABEFCD,"[15, 13, 3, 1, 7, 5]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",4,ABCEDF,"[15, 13, 7, 3, 5, 1]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",5,BADCEF,"[13, 15, 5, 7, 3, 1]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",6,BAFDCE,"[13, 15, 3, 5, 1, 7]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",7,BACEDF,"[13, 15, 7, 3, 5, 1]"
16,2,"[7, 4, 8, 6, 1, 2, 3, 5]",8,BACFED,"[13, 15, 7, 1, 3, 5]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",1,ABFECD,"[15, 13, 3, 1, 5, 7]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",2,ABCDFE,"[15, 13, 7, 5, 1, 3]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",3,ABEDCF,"[15, 13, 3, 5, 7, 1]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",4,ABEDFC,"[15, 13, 1, 5, 7, 3]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",5,BADFEC,"[13, 15, 1, 7, 3, 5]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",6,BACDEF,"[13, 15, 7, 5, 3, 1]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
16,3,"[8, 6, 7, 3, 5, 2, 1, 4]",8,BAECDF,"[13, 15, 5, 3, 7, 1]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",1,ABDCEF,"[15, 13, 5, 7, 3, 1]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",2,ABCEFD,"[15, 13, 7, 1, 5, 3]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",3,ABCEDF,"[15, 13, 7, 3, 5, 1]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",4,ABCFED,"[15, 13, 7, 1, 3, 5]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",5,BAECFD,"[13, 15, 5, 1, 7, 3]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",6,BACDEF,"[13, 15, 7, 5, 3, 1]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",7,BACDFE,"[13, 15, 7, 5, 1, 3]"
16,4,"[3, 7, 6, 5, 2, 8, 1, 4]",8,BAFDCE,"[13, 15, 3, 5, 1, 7]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",1,ABFCED,"[15, 13, 5, 1, 3, 7]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",2,ABCFDE,"[15, 13, 7, 3, 1, 5]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",3,ABCEFD,"[15, 13, 7, 1, 5, 3]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",4,ABECDF,"[15, 13, 5, 3, 7, 1]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",5,BADEFC,"[13, 15, 1, 7, 5, 3]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",6,BADECF,"[13, 15, 3, 7, 5, 1]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",7,BAFECD,"[13, 15, 3, 1, 5, 7]"
16,5,"[3, 5, 7, 2, 4, 1, 8, 6]",8,BAFDEC,"[13, 15, 1, 5, 3, 7]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",1,ABFDEC,"[15, 13, 1, 5, 3, 7]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",2,ABEDCF,"[15, 13, 3, 5, 7, 1]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",3,ABECFD,"[15, 13, 5, 1, 7, 3]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",4,ABCDFE,"[15, 13, 7, 5, 1, 3]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",6,BAEDFC,"[13, 15, 1, 5, 7, 3]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",7,BAEFDC,"[13, 15, 1, 3, 7, 5]"
17,1,"[8, 5, 7, 6, 4, 2, 1, 3]",8,BACFDE,"[13, 15, 7, 3, 1, 5]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",1,ABFCDE,"[15, 13, 5, 3, 1, 7]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",2,ABEDCF,"[15, 13, 3, 5, 7, 1]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",4,ABCFED,"[15, 13, 7, 1, 3, 5]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",5,BAEFDC,"[13, 15, 1, 3, 7, 5]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",6,BACFED,"[13, 15, 7, 1, 3, 5]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",7,BAECDF,"[13, 15, 5, 3, 7, 1]"
17,2,"[2, 8, 3, 7, 5, 4, 1, 6]",8,BAECFD,"[13, 15, 5, 1, 7, 3]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",1,ABDCEF,"[15, 13, 5, 7, 3, 1]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",2,ABFDCE,"[15, 13, 3, 5, 1, 7]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",4,ABFEDC,"[15, 13, 1, 3, 5, 7]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",5,BAEFDC,"[13, 15, 1, 3, 7, 5]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",6,BAECFD,"[13, 15, 5, 1, 7, 3]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
17,3,"[2, 5, 3, 6, 1, 7, 8, 4]",8,BAFCED,"[13, 15, 5, 1, 3, 7]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",1,ABEFDC,"[15, 13, 1, 3, 7, 5]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",2,ABDFCE,"[15, 13, 3, 7, 1, 5]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",3,ABFCDE,"[15, 13, 5, 3, 1, 7]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",4,ABFCDE,"[15, 13, 5, 3, 1, 7]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",5,BAEDCF,"[13, 15, 3, 5, 7, 1]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",6,BACDEF,"[13, 15, 7, 5, 3, 1]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",7,BACDFE,"[13, 15, 7, 5, 1, 3]"
17,4,"[1, 2, 3, 5, 7, 6, 4, 8]",8,BAFDEC,"[13, 15, 1, 5, 3, 7]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",1,ABEDFC,"[15, 13, 1, 5, 7, 3]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",2,ABFCDE,"[15, 13, 5, 3, 1, 7]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",3,ABFCDE,"[15, 13, 5, 3, 1, 7]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",4,ABCDEF,"[15, 13, 7, 5, 3, 1]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",5,BADFCE,"[13, 15, 3, 7, 1, 5]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",6,BACFDE,"[13, 15, 7, 3, 1, 5]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",7,BAFCDE,"[13, 15, 5, 3, 1, 7]"
17,5,"[4, 7, 8, 3, 1, 5, 2, 6]",8,BACDEF,"[13, 15, 7, 5, 3, 1]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",1,ABDEFC,"[15, 13, 1, 7, 5, 3]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",2,ABFCDE,"[15, 13, 5, 3, 1, 7]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",3,ABEDCF,"[15, 13, 3, 5, 7, 1]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",4,ABDFCE,"[15, 13, 3, 7, 1, 5]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",5,BADFCE,"[13, 15, 3, 7, 1, 5]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
18,1,"[5, 6, 1, 8, 7, 4, 3, 2]",8,BAFDEC,"[13, 15, 1, 5, 3, 7]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",1,ABDFEC,"[15, 13, 1, 7, 3, 5]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",2,ABCFED,"[15, 13, 7, 1, 3, 5]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",4,ABDEFC,"[15, 13, 1, 7, 5, 3]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",5,BAFDEC,"[13, 15, 1, 5, 3, 7]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",6,BADEFC,"[13, 15, 1, 7, 5, 3]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
18,2,"[8, 5, 6, 4, 3, 7, 1, 2]",8,BADCEF,"[13, 15, 5, 7, 3, 1]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",1,ABECDF,"[15, 13, 5, 3, 7, 1]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",2,ABECFD,"[15, 13, 5, 1, 7, 3]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",3,ABFCDE,"[15, 13, 5, 3, 1, 7]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",4,ABEDFC,"[15, 13, 1, 5, 7, 3]"
18,3,"[5, 6, 1, 3, 4, 8, 7, 2]",5,BAFCDE,"[13, 15, 5, 3, 1, 7]"
